date,year,month,quarter,week,day_of_week,is_weekend,season,holiday,is_holiday,promotion_event,Avg_Temperature_C,iso_week,is_peak_season
2024-11-20,2024,11,Q4,47,Wednesday,0,Autumn,,0,,18.5,47,1
2024-11-21,2024,11,Q4,47,Thursday,0,Autumn,,0,,16.4,47,1
2024-11-22,2024,11,Q4,47,Friday,0,Autumn,,0,,12.2,47,1
2024-11-23,2024,11,Q4,47,Saturday,1,Autumn,,0,Seasonal Promotion,14.8,47,1
2024-11-24,2024,11,Q4,47,Sunday,1,Autumn,,0,Seasonal Promotion,12.8,47,1
2024-11-25,2024,11,Q4,48,Monday,0,Autumn,,0,,13.9,48,1
2024-11-26,2024,11,Q4,48,Tuesday,0,Autumn,,0,,17.5,48,1
2024-11-27,2024,11,Q4,48,Wednesday,0,Autumn,,0,,15.8,48,1
2024-11-28,2024,11,Q4,48,Thursday,0,Autumn,,0,,13.4,48,1
2024-11-29,2024,11,Q4,48,Friday,0,Autumn,,0,,12.7,48,1
2024-11-30,2024,11,Q4,48,Saturday,1,Autumn,,0,Seasonal Promotion,14.6,48,1
2024-12-01,2024,12,Q4,48,Sunday,1,Winter,,0,,12.3,48,1
2024-12-02,2024,12,Q4,49,Monday,0,Winter,,0,,13.2,49,1
2024-12-03,2024,12,Q4,49,Tuesday,0,Winter,,0,,14.9,49,1
2024-12-04,2024,12,Q4,49,Wednesday,0,Winter,,0,,16.4,49,1
2024-12-05,2024,12,Q4,49,Thursday,0,Winter,,0,,15.4,49,1
2024-12-06,2024,12,Q4,49,Friday,0,Winter,,0,,10.1,49,1
2024-12-07,2024,12,Q4,49,Saturday,1,Winter,,0,,14.8,49,1
2024-12-08,2024,12,Q4,49,Sunday,1,Winter,,0,,14.3,49,1
2024-12-09,2024,12,Q4,50,Monday,0,Winter,,0,,14.9,50,1
2024-12-10,2024,12,Q4,50,Tuesday,0,Winter,,0,,17.0,50,1
2024-12-11,2024,12,Q4,50,Wednesday,0,Winter,,0,,10.4,50,1
2024-12-12,2024,12,Q4,50,Thursday,0,Winter,,0,,13.0,50,1
2024-12-13,2024,12,Q4,50,Friday,0,Winter,,0,,15.1,50,1
2024-12-14,2024,12,Q4,50,Saturday,1,Winter,,0,,11.2,50,1
2024-12-15,2024,12,Q4,50,Sunday,1,Winter,,0,,16.7,50,1
2024-12-16,2024,12,Q4,51,Monday,0,Winter,,0,,14.7,51,1
2024-12-17,2024,12,Q4,51,Tuesday,0,Winter,,0,,15.5,51,1
2024-12-18,2024,12,Q4,51,Wednesday,0,Winter,,0,,13.0,51,1
2024-12-19,2024,12,Q4,51,Thursday,0,Winter,,0,,15.5,51,1
2024-12-20,2024,12,Q4,51,Friday,0,Winter,,0,,15.9,51,1
2024-12-21,2024,12,Q4,51,Saturday,1,Winter,,0,,14.4,51,1
2024-12-22,2024,12,Q4,51,Sunday,1,Winter,,0,,14.4,51,1
2024-12-23,2024,12,Q4,52,Monday,0,Winter,,0,,14.5,52,1
2024-12-24,2024,12,Q4,52,Tuesday,0,Winter,,0,,12.5,52,1
2024-12-25,2024,12,Q4,52,Wednesday,0,Winter,Christmas,1,,13.8,52,1
2024-12-26,2024,12,Q4,52,Thursday,0,Winter,,0,,13.8,52,1
2024-12-27,2024,12,Q4,52,Friday,0,Winter,,0,,14.8,52,1
2024-12-28,2024,12,Q4,52,Saturday,1,Winter,,0,,15.9,52,1
2024-12-29,2024,12,Q4,52,Sunday,1,Winter,,0,,12.2,52,1
2024-12-30,2024,12,Q4,1,Monday,0,Winter,,0,,14.0,1,1
2024-12-31,2024,12,Q4,1,Tuesday,0,Winter,,0,,16.9,1,1
2025-01-01,2025,1,Q1,1,Wednesday,0,Winter,,0,,12.9,1,0
2025-01-02,2025,1,Q1,1,Thursday,0,Winter,,0,,12.8,1,0
2025-01-03,2025,1,Q1,1,Friday,0,Winter,,0,,14.7,1,0
2025-01-04,2025,1,Q1,1,Saturday,1,Winter,,0,,15.9,1,0
2025-01-05,2025,1,Q1,1,Sunday,1,Winter,,0,,14.4,1,0
2025-01-06,2025,1,Q1,2,Monday,0,Winter,,0,,16.8,2,0
2025-01-07,2025,1,Q1,2,Tuesday,0,Winter,,0,,16.0,2,0
2025-01-08,2025,1,Q1,2,Wednesday,0,Winter,,0,,16.1,2,0
2025-01-09,2025,1,Q1,2,Thursday,0,Winter,,0,,15.6,2,0
2025-01-10,2025,1,Q1,2,Friday,0,Winter,,0,,18.9,2,0
2025-01-11,2025,1,Q1,2,Saturday,1,Winter,,0,,14.4,2,0
2025-01-12,2025,1,Q1,2,Sunday,1,Winter,,0,,11.2,2,0
2025-01-13,2025,1,Q1,3,Monday,0,Winter,,0,,17.7,3,0
2025-01-14,2025,1,Q1,3,Tuesday,0,Winter,,0,,14.1,3,0
2025-01-15,2025,1,Q1,3,Wednesday,0,Winter,,0,,15.2,3,0
2025-01-16,2025,1,Q1,3,Thursday,0,Winter,,0,,17.4,3,0
2025-01-17,2025,1,Q1,3,Friday,0,Winter,,0,,12.3,3,0
2025-01-18,2025,1,Q1,3,Saturday,1,Winter,,0,,13.0,3,0
2025-01-19,2025,1,Q1,3,Sunday,1,Winter,,0,,12.4,3,0
2025-01-20,2025,1,Q1,4,Monday,0,Winter,,0,,14.0,4,0
2025-01-21,2025,1,Q1,4,Tuesday,0,Winter,,0,,16.3,4,0
2025-01-22,2025,1,Q1,4,Wednesday,0,Winter,,0,,16.5,4,0
2025-01-23,2025,1,Q1,4,Thursday,0,Winter,,0,,16.2,4,0
2025-01-24,2025,1,Q1,4,Friday,0,Winter,,0,,13.2,4,0
2025-01-25,2025,1,Q1,4,Saturday,1,Winter,,0,,11.7,4,0
2025-01-26,2025,1,Q1,4,Sunday,1,Winter,Republic Day,1,,16.1,4,0
2025-01-27,2025,1,Q1,5,Monday,0,Winter,,0,,15.2,5,0
2025-01-28,2025,1,Q1,5,Tuesday,0,Winter,,0,,17.0,5,0
2025-01-29,2025,1,Q1,5,Wednesday,0,Winter,,0,,17.6,5,0
2025-01-30,2025,1,Q1,5,Thursday,0,Winter,,0,,16.7,5,0
2025-01-31,2025,1,Q1,5,Friday,0,Winter,,0,,17.9,5,0
2025-02-01,2025,2,Q1,5,Saturday,1,Winter,,0,,17.1,5,0
2025-02-02,2025,2,Q1,5,Sunday,1,Winter,,0,,17.7,5,0
2025-02-03,2025,2,Q1,6,Monday,0,Winter,,0,,15.6,6,0
2025-02-04,2025,2,Q1,6,Tuesday,0,Winter,,0,,16.7,6,0
2025-02-05,2025,2,Q1,6,Wednesday,0,Winter,,0,,17.5,6,0
2025-02-06,2025,2,Q1,6,Thursday,0,Winter,,0,,18.7,6,0
2025-02-07,2025,2,Q1,6,Friday,0,Winter,,0,,16.7,6,0
2025-02-08,2025,2,Q1,6,Saturday,1,Winter,,0,,18.5,6,0
2025-02-09,2025,2,Q1,6,Sunday,1,Winter,,0,,17.2,6,0
2025-02-10,2025,2,Q1,7,Monday,0,Winter,,0,,17.6,7,0
2025-02-11,2025,2,Q1,7,Tuesday,0,Winter,,0,,19.4,7,0
2025-02-12,2025,2,Q1,7,Wednesday,0,Winter,,0,,14.5,7,0
2025-02-13,2025,2,Q1,7,Thursday,0,Winter,,0,,15.9,7,0
2025-02-14,2025,2,Q1,7,Friday,0,Winter,,0,,15.7,7,0
2025-02-15,2025,2,Q1,7,Saturday,1,Winter,,0,,14.3,7,0
2025-02-16,2025,2,Q1,7,Sunday,1,Winter,,0,,17.4,7,0
2025-02-17,2025,2,Q1,8,Monday,0,Winter,,0,,20.1,8,0
2025-02-18,2025,2,Q1,8,Tuesday,0,Winter,,0,,18.4,8,0
2025-02-19,2025,2,Q1,8,Wednesday,0,Winter,,0,,19.4,8,0
2025-02-20,2025,2,Q1,8,Thursday,0,Winter,,0,,21.2,8,0
2025-02-21,2025,2,Q1,8,Friday,0,Winter,,0,,21.8,8,0
2025-02-22,2025,2,Q1,8,Saturday,1,Winter,,0,,19.4,8,0
2025-02-23,2025,2,Q1,8,Sunday,1,Winter,,0,,22.1,8,0
2025-02-24,2025,2,Q1,9,Monday,0,Winter,,0,,20.0,9,0
2025-02-25,2025,2,Q1,9,Tuesday,0,Winter,,0,,18.5,9,0
2025-02-26,2025,2,Q1,9,Wednesday,0,Winter,,0,,19.1,9,0
2025-02-27,2025,2,Q1,9,Thursday,0,Winter,,0,,17.6,9,0
2025-02-28,2025,2,Q1,9,Friday,0,Winter,,0,,18.9,9,0
2025-03-01,2025,3,Q1,9,Saturday,1,Spring,,0,Seasonal Promotion,20.0,9,0
2025-03-02,2025,3,Q1,9,Sunday,1,Spring,,0,Seasonal Promotion,22.2,9,0
2025-03-03,2025,3,Q1,10,Monday,0,Spring,,0,,24.0,10,0
2025-03-04,2025,3,Q1,10,Tuesday,0,Spring,,0,,18.6,10,0
2025-03-05,2025,3,Q1,10,Wednesday,0,Spring,,0,,22.0,10,0
2025-03-06,2025,3,Q1,10,Thursday,0,Spring,,0,,19.6,10,0
2025-03-07,2025,3,Q1,10,Friday,0,Spring,,0,,22.5,10,0
2025-03-08,2025,3,Q1,10,Saturday,1,Spring,,0,Seasonal Promotion,21.5,10,0
2025-03-09,2025,3,Q1,10,Sunday,1,Spring,,0,Seasonal Promotion,18.7,10,0
2025-03-10,2025,3,Q1,11,Monday,0,Spring,,0,,23.8,11,0
2025-03-11,2025,3,Q1,11,Tuesday,0,Spring,,0,,21.2,11,0
2025-03-12,2025,3,Q1,11,Wednesday,0,Spring,,0,,21.5,11,0
2025-03-13,2025,3,Q1,11,Thursday,0,Spring,,0,,20.7,11,0
2025-03-14,2025,3,Q1,11,Friday,0,Spring,,0,,21.6,11,0
2025-03-15,2025,3,Q1,11,Saturday,1,Spring,,0,Seasonal Promotion,23.7,11,0
2025-03-16,2025,3,Q1,11,Sunday,1,Spring,,0,Seasonal Promotion,22.8,11,0
2025-03-17,2025,3,Q1,12,Monday,0,Spring,,0,,23.9,12,0
2025-03-18,2025,3,Q1,12,Tuesday,0,Spring,,0,,24.1,12,0
2025-03-19,2025,3,Q1,12,Wednesday,0,Spring,,0,,26.0,12,0
2025-03-20,2025,3,Q1,12,Thursday,0,Spring,,0,,23.2,12,0
2025-03-21,2025,3,Q1,12,Friday,0,Spring,,0,,21.3,12,0
2025-03-22,2025,3,Q1,12,Saturday,1,Spring,,0,Seasonal Promotion,26.1,12,0
2025-03-23,2025,3,Q1,12,Sunday,1,Spring,,0,Seasonal Promotion,23.7,12,0
2025-03-24,2025,3,Q1,13,Monday,0,Spring,,0,,26.5,13,0
2025-03-25,2025,3,Q1,13,Tuesday,0,Spring,,0,,25.4,13,0
2025-03-26,2025,3,Q1,13,Wednesday,0,Spring,,0,,24.6,13,0
2025-03-27,2025,3,Q1,13,Thursday,0,Spring,,0,,25.7,13,0
2025-03-28,2025,3,Q1,13,Friday,0,Spring,,0,,28.7,13,0
2025-03-29,2025,3,Q1,13,Saturday,1,Spring,,0,Seasonal Promotion,29.1,13,0
2025-03-30,2025,3,Q1,13,Sunday,1,Spring,,0,Seasonal Promotion,25.7,13,0
2025-03-31,2025,3,Q1,14,Monday,0,Spring,,0,,26.0,14,0
2025-04-01,2025,4,Q2,14,Tuesday,0,Spring,,0,,27.8,14,0
2025-04-02,2025,4,Q2,14,Wednesday,0,Spring,,0,,24.5,14,0
2025-04-03,2025,4,Q2,14,Thursday,0,Spring,,0,,26.8,14,0
2025-04-04,2025,4,Q2,14,Friday,0,Spring,,0,,26.3,14,0
2025-04-05,2025,4,Q2,14,Saturday,1,Spring,,0,,27.1,14,0
2025-04-06,2025,4,Q2,14,Sunday,1,Spring,,0,,25.2,14,0
2025-04-07,2025,4,Q2,15,Monday,0,Spring,,0,,24.0,15,0
2025-04-08,2025,4,Q2,15,Tuesday,0,Spring,,0,,23.3,15,0
2025-04-09,2025,4,Q2,15,Wednesday,0,Spring,,0,,25.2,15,0
2025-04-10,2025,4,Q2,15,Thursday,0,Spring,,0,,26.5,15,0
2025-04-11,2025,4,Q2,15,Friday,0,Spring,,0,,27.0,15,0
2025-04-12,2025,4,Q2,15,Saturday,1,Spring,,0,,31.2,15,0
2025-04-13,2025,4,Q2,15,Sunday,1,Spring,,0,,29.8,15,0
2025-04-14,2025,4,Q2,16,Monday,0,Spring,,0,,26.3,16,0
2025-04-15,2025,4,Q2,16,Tuesday,0,Spring,,0,,28.8,16,0
2025-04-16,2025,4,Q2,16,Wednesday,0,Spring,,0,,27.6,16,0
2025-04-17,2025,4,Q2,16,Thursday,0,Spring,,0,,28.0,16,0
2025-04-18,2025,4,Q2,16,Friday,0,Spring,,0,,29.0,16,0
2025-04-19,2025,4,Q2,16,Saturday,1,Spring,,0,,29.9,16,0
2025-04-20,2025,4,Q2,16,Sunday,1,Spring,,0,,28.3,16,0
2025-04-21,2025,4,Q2,17,Monday,0,Spring,,0,,31.0,17,0
2025-04-22,2025,4,Q2,17,Tuesday,0,Spring,,0,,27.2,17,0
2025-04-23,2025,4,Q2,17,Wednesday,0,Spring,,0,,29.4,17,0
2025-04-24,2025,4,Q2,17,Thursday,0,Spring,,0,,34.2,17,0
2025-04-25,2025,4,Q2,17,Friday,0,Spring,,0,,30.1,17,0
2025-04-26,2025,4,Q2,17,Saturday,1,Spring,,0,,32.4,17,0
2025-04-27,2025,4,Q2,17,Sunday,1,Spring,,0,,30.1,17,0
2025-04-28,2025,4,Q2,18,Monday,0,Spring,,0,,31.1,18,0
2025-04-29,2025,4,Q2,18,Tuesday,0,Spring,,0,,30.1,18,0
2025-04-30,2025,4,Q2,18,Wednesday,0,Spring,,0,,30.0,18,0
2025-05-01,2025,5,Q2,18,Thursday,0,Summer,,0,,29.1,18,0
2025-05-02,2025,5,Q2,18,Friday,0,Summer,,0,,31.4,18,0
2025-05-03,2025,5,Q2,18,Saturday,1,Summer,,0,,29.2,18,0
2025-05-04,2025,5,Q2,18,Sunday,1,Summer,,0,,32.1,18,0
2025-05-05,2025,5,Q2,19,Monday,0,Summer,,0,,32.9,19,0
2025-05-06,2025,5,Q2,19,Tuesday,0,Summer,,0,,31.8,19,0
2025-05-07,2025,5,Q2,19,Wednesday,0,Summer,,0,,30.7,19,0
2025-05-08,2025,5,Q2,19,Thursday,0,Summer,,0,,32.2,19,0
2025-05-09,2025,5,Q2,19,Friday,0,Summer,,0,,30.9,19,0
2025-05-10,2025,5,Q2,19,Saturday,1,Summer,,0,,33.3,19,0
2025-05-11,2025,5,Q2,19,Sunday,1,Summer,,0,,28.4,19,0
2025-05-12,2025,5,Q2,20,Monday,0,Summer,,0,,31.2,20,0
2025-05-13,2025,5,Q2,20,Tuesday,0,Summer,,0,,28.3,20,0
2025-05-14,2025,5,Q2,20,Wednesday,0,Summer,,0,,29.3,20,0
2025-05-15,2025,5,Q2,20,Thursday,0,Summer,,0,,34.6,20,0
2025-05-16,2025,5,Q2,20,Friday,0,Summer,,0,,33.8,20,0
2025-05-17,2025,5,Q2,20,Saturday,1,Summer,,0,,31.0,20,0
2025-05-18,2025,5,Q2,20,Sunday,1,Summer,,0,,29.7,20,0
2025-05-19,2025,5,Q2,21,Monday,0,Summer,,0,,27.2,21,0
2025-05-20,2025,5,Q2,21,Tuesday,0,Summer,,0,,31.6,21,0
2025-05-21,2025,5,Q2,21,Wednesday,0,Summer,,0,,37.0,21,0
2025-05-22,2025,5,Q2,21,Thursday,0,Summer,,0,,33.5,21,0
2025-05-23,2025,5,Q2,21,Friday,0,Summer,,0,,31.8,21,0
2025-05-24,2025,5,Q2,21,Saturday,1,Summer,,0,,33.8,21,0
2025-05-25,2025,5,Q2,21,Sunday,1,Summer,,0,,30.2,21,0
2025-05-26,2025,5,Q2,22,Monday,0,Summer,,0,,32.5,22,0
2025-05-27,2025,5,Q2,22,Tuesday,0,Summer,,0,,33.3,22,0
2025-05-28,2025,5,Q2,22,Wednesday,0,Summer,,0,,33.1,22,0
2025-05-29,2025,5,Q2,22,Thursday,0,Summer,,0,,34.7,22,0
2025-05-30,2025,5,Q2,22,Friday,0,Summer,,0,,34.0,22,0
2025-05-31,2025,5,Q2,22,Saturday,1,Summer,,0,,34.6,22,0
2025-06-01,2025,6,Q2,22,Sunday,1,Summer,,0,Seasonal Promotion,32.2,22,0
2025-06-02,2025,6,Q2,23,Monday,0,Summer,,0,,35.1,23,0
2025-06-03,2025,6,Q2,23,Tuesday,0,Summer,,0,,36.5,23,0
2025-06-04,2025,6,Q2,23,Wednesday,0,Summer,,0,,31.9,23,0
2025-06-05,2025,6,Q2,23,Thursday,0,Summer,,0,,32.1,23,0
2025-06-06,2025,6,Q2,23,Friday,0,Summer,,0,,36.1,23,0
2025-06-07,2025,6,Q2,23,Saturday,1,Summer,,0,Seasonal Promotion,33.4,23,0
2025-06-08,2025,6,Q2,23,Sunday,1,Summer,,0,Seasonal Promotion,36.3,23,0
2025-06-09,2025,6,Q2,24,Monday,0,Summer,,0,,33.0,24,0
2025-06-10,2025,6,Q2,24,Tuesday,0,Summer,,0,,36.5,24,0
2025-06-11,2025,6,Q2,24,Wednesday,0,Summer,,0,,34.1,24,0
2025-06-12,2025,6,Q2,24,Thursday,0,Summer,,0,,34.4,24,0
2025-06-13,2025,6,Q2,24,Friday,0,Summer,,0,,36.7,24,0
2025-06-14,2025,6,Q2,24,Saturday,1,Summer,,0,Seasonal Promotion,33.3,24,0
2025-06-15,2025,6,Q2,24,Sunday,1,Summer,,0,Seasonal Promotion,32.3,24,0
2025-06-16,2025,6,Q2,25,Monday,0,Summer,,0,,33.2,25,0
2025-06-17,2025,6,Q2,25,Tuesday,0,Summer,,0,,34.8,25,0
2025-06-18,2025,6,Q2,25,Wednesday,0,Summer,,0,,31.2,25,0
2025-06-19,2025,6,Q2,25,Thursday,0,Summer,,0,,35.1,25,0
2025-06-20,2025,6,Q2,25,Friday,0,Summer,,0,,33.0,25,0
2025-06-21,2025,6,Q2,25,Saturday,1,Summer,,0,Seasonal Promotion,36.1,25,0
2025-06-22,2025,6,Q2,25,Sunday,1,Summer,,0,Seasonal Promotion,29.7,25,0
2025-06-23,2025,6,Q2,26,Monday,0,Summer,,0,,32.6,26,0
2025-06-24,2025,6,Q2,26,Tuesday,0,Summer,,0,,30.9,26,0
2025-06-25,2025,6,Q2,26,Wednesday,0,Summer,,0,,32.5,26,0
2025-06-26,2025,6,Q2,26,Thursday,0,Summer,,0,,34.4,26,0
2025-06-27,2025,6,Q2,26,Friday,0,Summer,,0,,33.6,26,0
2025-06-28,2025,6,Q2,26,Saturday,1,Summer,,0,Seasonal Promotion,33.5,26,0
2025-06-29,2025,6,Q2,26,Sunday,1,Summer,,0,Seasonal Promotion,33.6,26,0
2025-06-30,2025,6,Q2,27,Monday,0,Summer,,0,,34.2,27,0
2025-07-01,2025,7,Q3,27,Tuesday,0,Monsoon,,0,,32.0,27,0
2025-07-02,2025,7,Q3,27,Wednesday,0,Monsoon,,0,,35.1,27,0
2025-07-03,2025,7,Q3,27,Thursday,0,Monsoon,,0,,35.0,27,0
2025-07-04,2025,7,Q3,27,Friday,0,Monsoon,,0,,34.4,27,0
2025-07-05,2025,7,Q3,27,Saturday,1,Monsoon,,0,,34.7,27,0
2025-07-06,2025,7,Q3,27,Sunday,1,Monsoon,,0,,34.2,27,0
2025-07-07,2025,7,Q3,28,Monday,0,Monsoon,,0,,37.3,28,0
2025-07-08,2025,7,Q3,28,Tuesday,0,Monsoon,,0,,33.4,28,0
2025-07-09,2025,7,Q3,28,Wednesday,0,Monsoon,,0,,32.9,28,0
2025-07-10,2025,7,Q3,28,Thursday,0,Monsoon,,0,,32.1,28,0
2025-07-11,2025,7,Q3,28,Friday,0,Monsoon,,0,,31.5,28,0
2025-07-12,2025,7,Q3,28,Saturday,1,Monsoon,,0,,31.1,28,0
2025-07-13,2025,7,Q3,28,Sunday,1,Monsoon,,0,,31.6,28,0
2025-07-14,2025,7,Q3,29,Monday,0,Monsoon,,0,,33.0,29,0
2025-07-15,2025,7,Q3,29,Tuesday,0,Monsoon,,0,,33.7,29,0
2025-07-16,2025,7,Q3,29,Wednesday,0,Monsoon,,0,,33.1,29,0
2025-07-17,2025,7,Q3,29,Thursday,0,Monsoon,,0,,31.6,29,0
2025-07-18,2025,7,Q3,29,Friday,0,Monsoon,,0,,34.5,29,0
2025-07-19,2025,7,Q3,29,Saturday,1,Monsoon,,0,,34.1,29,0
2025-07-20,2025,7,Q3,29,Sunday,1,Monsoon,,0,,32.4,29,0
2025-07-21,2025,7,Q3,30,Monday,0,Monsoon,,0,,31.5,30,0
2025-07-22,2025,7,Q3,30,Tuesday,0,Monsoon,,0,,33.5,30,0
2025-07-23,2025,7,Q3,30,Wednesday,0,Monsoon,,0,,32.8,30,0
2025-07-24,2025,7,Q3,30,Thursday,0,Monsoon,,0,,29.8,30,0
2025-07-25,2025,7,Q3,30,Friday,0,Monsoon,,0,,32.1,30,0
2025-07-26,2025,7,Q3,30,Saturday,1,Monsoon,,0,,32.6,30,0
2025-07-27,2025,7,Q3,30,Sunday,1,Monsoon,,0,,30.4,30,0
2025-07-28,2025,7,Q3,31,Monday,0,Monsoon,,0,,32.3,31,0
2025-07-29,2025,7,Q3,31,Tuesday,0,Monsoon,,0,,29.2,31,0
2025-07-30,2025,7,Q3,31,Wednesday,0,Monsoon,,0,,34.2,31,0
2025-07-31,2025,7,Q3,31,Thursday,0,Monsoon,,0,,33.9,31,0
2025-08-01,2025,8,Q3,31,Friday,0,Monsoon,,0,,31.1,31,0
2025-08-02,2025,8,Q3,31,Saturday,1,Monsoon,,0,,32.1,31,0
2025-08-03,2025,8,Q3,31,Sunday,1,Monsoon,,0,,27.0,31,0
2025-08-04,2025,8,Q3,32,Monday,0,Monsoon,,0,,29.1,32,0
2025-08-05,2025,8,Q3,32,Tuesday,0,Monsoon,,0,,30.5,32,0
2025-08-06,2025,8,Q3,32,Wednesday,0,Monsoon,,0,,29.0,32,0
2025-08-07,2025,8,Q3,32,Thursday,0,Monsoon,,0,,32.1,32,0
2025-08-08,2025,8,Q3,32,Friday,0,Monsoon,,0,,34.3,32,0
2025-08-09,2025,8,Q3,32,Saturday,1,Monsoon,,0,,28.4,32,0
2025-08-10,2025,8,Q3,32,Sunday,1,Monsoon,,0,,28.9,32,0
2025-08-11,2025,8,Q3,33,Monday,0,Monsoon,,0,,30.7,33,0
2025-08-12,2025,8,Q3,33,Tuesday,0,Monsoon,,0,,33.1,33,0
2025-08-13,2025,8,Q3,33,Wednesday,0,Monsoon,,0,,27.8,33,0
2025-08-14,2025,8,Q3,33,Thursday,0,Monsoon,,0,,30.3,33,0
2025-08-15,2025,8,Q3,33,Friday,0,Monsoon,Independence Day,1,,33.0,33,0
2025-08-16,2025,8,Q3,33,Saturday,1,Monsoon,,0,,26.6,33,0
2025-08-17,2025,8,Q3,33,Sunday,1,Monsoon,,0,,27.1,33,0
2025-08-18,2025,8,Q3,34,Monday,0,Monsoon,,0,,28.5,34,0
2025-08-19,2025,8,Q3,34,Tuesday,0,Monsoon,,0,,28.2,34,0
2025-08-20,2025,8,Q3,34,Wednesday,0,Monsoon,,0,,30.5,34,0
2025-08-21,2025,8,Q3,34,Thursday,0,Monsoon,,0,,29.3,34,0
2025-08-22,2025,8,Q3,34,Friday,0,Monsoon,,0,,25.5,34,0
2025-08-23,2025,8,Q3,34,Saturday,1,Monsoon,,0,,29.5,34,0
2025-08-24,2025,8,Q3,34,Sunday,1,Monsoon,,0,,27.4,34,0
2025-08-25,2025,8,Q3,35,Monday,0,Monsoon,,0,,30.5,35,0
2025-08-26,2025,8,Q3,35,Tuesday,0,Monsoon,,0,,27.0,35,0
2025-08-27,2025,8,Q3,35,Wednesday,0,Monsoon,,0,,26.8,35,0
2025-08-28,2025,8,Q3,35,Thursday,0,Monsoon,,0,,28.8,35,0
2025-08-29,2025,8,Q3,35,Friday,0,Monsoon,,0,,29.0,35,0
2025-08-30,2025,8,Q3,35,Saturday,1,Monsoon,,0,,28.3,35,0
2025-08-31,2025,8,Q3,35,Sunday,1,Monsoon,,0,,24.3,35,0
2025-09-01,2025,9,Q3,36,Monday,0,Monsoon,,0,,28.1,36,0
2025-09-02,2025,9,Q3,36,Tuesday,0,Monsoon,,0,,25.1,36,0
2025-09-03,2025,9,Q3,36,Wednesday,0,Monsoon,,0,,27.2,36,0
2025-09-04,2025,9,Q3,36,Thursday,0,Monsoon,,0,,24.1,36,0
2025-09-05,2025,9,Q3,36,Friday,0,Monsoon,,0,,27.3,36,0
2025-09-06,2025,9,Q3,36,Saturday,1,Monsoon,,0,Seasonal Promotion,24.9,36,0
2025-09-07,2025,9,Q3,36,Sunday,1,Monsoon,,0,Seasonal Promotion,23.8,36,0
2025-09-08,2025,9,Q3,37,Monday,0,Monsoon,,0,,27.3,37,0
2025-09-09,2025,9,Q3,37,Tuesday,0,Monsoon,,0,,26.2,37,0
2025-09-10,2025,9,Q3,37,Wednesday,0,Monsoon,,0,,24.5,37,0
2025-09-11,2025,9,Q3,37,Thursday,0,Monsoon,,0,,28.1,37,0
2025-09-12,2025,9,Q3,37,Friday,0,Monsoon,,0,,24.5,37,0
2025-09-13,2025,9,Q3,37,Saturday,1,Monsoon,,0,Seasonal Promotion,25.2,37,0
2025-09-14,2025,9,Q3,37,Sunday,1,Monsoon,,0,Seasonal Promotion,25.4,37,0
2025-09-15,2025,9,Q3,38,Monday,0,Monsoon,,0,,23.7,38,0
2025-09-16,2025,9,Q3,38,Tuesday,0,Monsoon,,0,,25.5,38,0
2025-09-17,2025,9,Q3,38,Wednesday,0,Monsoon,,0,,23.5,38,0
2025-09-18,2025,9,Q3,38,Thursday,0,Monsoon,,0,,23.5,38,0
2025-09-19,2025,9,Q3,38,Friday,0,Monsoon,,0,,26.5,38,0
2025-09-20,2025,9,Q3,38,Saturday,1,Monsoon,,0,Seasonal Promotion,22.0,38,0
2025-09-21,2025,9,Q3,38,Sunday,1,Monsoon,,0,Seasonal Promotion,19.4,38,0
2025-09-22,2025,9,Q3,39,Monday,0,Monsoon,,0,,26.5,39,0
2025-09-23,2025,9,Q3,39,Tuesday,0,Monsoon,,0,,28.0,39,0
2025-09-24,2025,9,Q3,39,Wednesday,0,Monsoon,,0,,22.5,39,0
2025-09-25,2025,9,Q3,39,Thursday,0,Monsoon,,0,,19.6,39,0
2025-09-26,2025,9,Q3,39,Friday,0,Monsoon,,0,,22.3,39,0
2025-09-27,2025,9,Q3,39,Saturday,1,Monsoon,,0,Seasonal Promotion,22.2,39,0
2025-09-28,2025,9,Q3,39,Sunday,1,Monsoon,,0,Seasonal Promotion,22.2,39,0
2025-09-29,2025,9,Q3,40,Monday,0,Monsoon,,0,,20.4,40,0
2025-09-30,2025,9,Q3,40,Tuesday,0,Monsoon,,0,,23.2,40,0
2025-10-01,2025,10,Q4,40,Wednesday,0,Autumn,,0,,23.0,40,0
2025-10-02,2025,10,Q4,40,Thursday,0,Autumn,,0,,19.2,40,0
2025-10-03,2025,10,Q4,40,Friday,0,Autumn,,0,,23.0,40,0
2025-10-04,2025,10,Q4,40,Saturday,1,Autumn,,0,,25.2,40,0
2025-10-05,2025,10,Q4,40,Sunday,1,Autumn,,0,,21.7,40,0
2025-10-06,2025,10,Q4,41,Monday,0,Autumn,,0,,20.6,41,0
2025-10-07,2025,10,Q4,41,Tuesday,0,Autumn,,0,,20.8,41,0
2025-10-08,2025,10,Q4,41,Wednesday,0,Autumn,,0,,22.0,41,0
2025-10-09,2025,10,Q4,41,Thursday,0,Autumn,,0,,17.6,41,0
2025-10-10,2025,10,Q4,41,Friday,0,Autumn,,0,,20.8,41,0
2025-10-11,2025,10,Q4,41,Saturday,1,Autumn,,0,,19.7,41,0
2025-10-12,2025,10,Q4,41,Sunday,1,Autumn,,0,,23.5,41,0
